"ID";"Woonplaatsen";"Woonplaatscode_1";"Naam_2";"Code_3";"Naam_4";"Code_5";"Naam_6";"Code_7"
"921";"WP1814";"WP1814    ";"Hoogeveen                          ";"GM0118    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"922";"WP1018";"WP1018    ";"Midden-Groningen                   ";"GM1952    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"923";"WP3015";"WP3015    ";"Midden-Drenthe                     ";"GM1731    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"924";"WP1508";"WP1508    ";"Drechterland                       ";"GM0498    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"925";"WP1521";"WP1521    ";"Bronckhorst                        ";"GM1876    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"926";"WP1665";"WP1665    ";"Amersfoort                         ";"GM0307    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"927";"WP1666";"WP1666    ";"Amersfoort                         ";"GM0307    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"928";"WP3034";"WP3034    ";"Kaag en Braassem                   ";"GM1884    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"929";"WP3083";"WP3083    ";"Rotterdam                          ";"GM0599    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"930";"WP2790";"WP2790    ";"Opmeer                             ";"GM0432    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"931";"WP3614";"WP3614    ";"Hoorn                              ";"GM0405    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"932";"WP2615";"WP2615    ";"Terschelling                       ";"GM0093    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"933";"WP2741";"WP2741    ";"Texel                              ";"GM0448    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"934";"WP2807";"WP2807    ";"Midden-Delfland                    ";"GM1842    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"935";"WP1435";"WP1435    ";"Giessenlanden                      ";"GM0689    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"936";"WP2197";"WP2197    ";"Heerenveen                         ";"GM0074    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"937";"WP2948";"WP2948    ";"Leudal                             ";"GM1640    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"938";"WP2117";"WP2117    ";"Zuidhorn                           ";"GM0056    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"939";"WP3416";"WP3416    ";"De Marne                           ";"GM1663    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"940";"WP2905";"WP2905    ";"Druten                             ";"GM0225    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"941";"WP1032";"WP1032    ";"Horst aan de Maas                  ";"GM1507    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"942";"WP3595";"WP3595    ";"Oosterhout                         ";"GM0826    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"943";"WP2053";"WP2053    ";"Houten                             ";"GM0321    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"944";"WP3282";"WP3282    ";"Smallingerland                     ";"GM0090    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"945";"WP3417";"WP3417    ";"De Marne                           ";"GM1663    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"946";"WP1001";"WP1001    ";"Woensdrecht                        ";"GM0873    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"947";"WP1637";"WP1637    ";"Noordenveld                        ";"GM1699    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"948";"WP2825";"WP2825    ";"Zeist                              ";"GM0355    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"949";"WP3057";"WP3057    ";"Den Helder                         ";"GM0400    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"950";"WP3257";"WP3257    ";"Oss                                ";"GM0828    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"951";"WP3130";"WP3130    ";"Lingewaard                         ";"GM1705    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"952";"WP1011";"WP1011    ";"Huizen                             ";"GM0406    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"953";"WP3447";"WP3447    ";"Loppersum                          ";"GM0024    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"954";"WP2359";"WP2359    ";"Nuth                               ";"GM0951    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"955";"WP1875";"WP1875    ";"Reusel-De Mierden                  ";"GM1667    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"956";"WP2984";"WP2984    ";"Nunspeet                           ";"GM0302    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"957";"WP3088";"WP3088    ";"Hulst                              ";"GM0677    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"958";"WP2068";"WP2068    ";"Gilze en Rijen                     ";"GM0784    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"959";"WP1523";"WP1523    ";"Bronckhorst                        ";"GM1876    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"960";"WP2019";"WP2019    ";"Leeuwarden                         ";"GM0080    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"961";"WP2949";"WP2949    ";"Leudal                             ";"GM1640    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"962";"WP2449";"WP2449    ";"Tytsjerksteradiel                  ";"GM0737    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"963";"WP1628";"WP1628    ";"Maasdriel                          ";"GM0263    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"964";"WP2529";"WP2529    ";"Leeuwarden                         ";"GM0080    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"965";"WP2313";"WP2313    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"966";"WP2492";"WP2492    ";"De Fryske Marren                   ";"GM1940    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"967";"WP1742";"WP1742    ";"Weststellingwerf                   ";"GM0098    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"968";"WP2409";"WP2409    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"969";"WP2020";"WP2020    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"970";"WP1048";"WP1048    ";"Staphorst                          ";"GM0180    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"971";"WP2410";"WP2410    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"972";"WP2835";"WP2835    ";"Velsen                             ";"GM0453    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"973";"WP2701";"WP2701    ";"Steenwijkerland                    ";"GM1708    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"974";"WP2895";"WP2895    ";"Kampen                             ";"GM0166    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"975";"WP2432";"WP2432    ";"IJsselstein                        ";"GM0353    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"976";"WP2974";"WP2974    ";"Sluis                              ";"GM1714    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"977";"WP1099";"WP1099    ";"Neder-Betuwe                       ";"GM1740    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"978";"WP1329";"WP1329    ";"Landsmeer                          ";"GM0415    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"979";"WP1941";"WP1941    ";"Waterland                          ";"GM0852    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"980";"WP2411";"WP2411    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"981";"WP1226";"WP1226    ";"Gulpen-Wittem                      ";"GM1729    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"982";"WP2728";"WP2728    ";"Waadhoeke                          ";"GM1949    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"983";"WP3376";"WP3376    ";"Buren                              ";"GM0214    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"984";"WP2021";"WP2021    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"985";"WP2950";"WP2950    ";"Leudal                             ";"GM1640    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"986";"WP1959";"WP1959    ";"Lopik                              ";"GM0331    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"987";"WP2846";"WP2846    ";"Onderbanken                        ";"GM0881    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"988";"WP3205";"WP3205    ";"Ferwerderadiel                     ";"GM1722    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"989";"WP2022";"WP2022    ";"Leeuwarden                         ";"GM0080    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"990";"WP3228";"WP3228    ";"Leeuwarden                         ";"GM0080    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"991";"WP2530";"WP2530    ";"Leeuwarden                         ";"GM0080    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"992";"WP3206";"WP3206    ";"Ferwerderadiel                     ";"GM1722    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"993";"WP2284";"WP2284    ";"Wormerland                         ";"GM0880    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"994";"WP2452";"WP2452    ";"Tytsjerksteradiel                  ";"GM0737    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"995";"WP3348";"WP3348    ";"Opsterland                         ";"GM0086    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"996";"WP2261";"WP2261    ";"Marum                              ";"GM0025    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"997";"WP1340";"WP1340    ";"Lochem                             ";"GM0262    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"998";"WP2023";"WP2023    ";"Leeuwarden                         ";"GM0080    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"999";"WP2493";"WP2493    ";"De Fryske Marren                   ";"GM1940    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1000";"WP3400";"WP3400    ";"Dongeradeel                        ";"GM0058    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1001";"WP2196";"WP2196    ";"Heerenveen                         ";"GM0074    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1002";"WP3058";"WP3058    ";"Den Helder                         ";"GM0400    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1003";"WP2412";"WP2412    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1004";"WP3035";"WP3035    ";"Kaag en Braassem                   ";"GM1884    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1005";"WP2622";"WP2622    ";"Terschelling                       ";"GM0093    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
